Paper Title,Author,Link to Paper,Link for Code,Conference,Year,Author Affiliation,ReadMe,Type,Available,Last Modified,Language,Evaluate Later,Compiles,Output Matches,Hardware,Made for Reproducibility,Funding,Artifact Evaluation,Comments
Masked Language Model Based Textual Adversarial Example Detection,"Xiaomei Zhang,Zhaoxi Zhang,Qi Zhong,Xufei Zheng,Yanjun Zhang,Shengshan Hu,Leo Yu Zhang",https://dl.acm.org/doi/pdf/10.1145/3579856.3590339,https://github.com/mlmddetection/MLMDdetection,AsiaCCS,2023,0,1,1,2,12/15/2022,Python,,2,-1,,0,"Technology Innovation and Application Development of Chongqing Science and Technology Commission, Open Fund of Science and Technology on Parallel and Distributed Processing Laboratory",-1,"incompatible package dependencies from requirements.txt, prevents other packages from working, on Newman: breaks on torch, on Hipergator: breaks on pandas/tons of install dependencies."
Short Paper: Device Re-identification in LoRaWAN through Messages Linkage,"Samuel Pélissier, Mathieu Cunche, Vincent Roca, Didier Donsez",https://dl.acm.org/doi/pdf/10.1145/3507657.3528556,https://gitlab.inria.fr/spelissi/wisec-2022-reproductibility,WiSec,2022,1,2,1,2,03/28/2022,Python,,2,-1,GPU,0,"ANR-BMBF PIVOT project, H2020 SPARTA, INSA-Lyon SPIE ICS IoT Chair","0,1,2","dataset with 11 million messages needed still waiting for validation/unreleased (been 2 years), when trying to run complains of file not found errors (unrelased datasets), says it's a VM but looks more like regular repo with .sh files to run code"
DHBE: Data-free Holistic Backdoor Erasing in Deep Neural Networks via Restricted Adversarial Distillation,"Zhicong Yan,Shenghong Li,Ruijie Zhao,Yuan Tian,Yuanyuan Zhao",https://dl.acm.org/doi/pdf/10.1145/3579856.3582822,https://github.com/yanzhicong/DHBE,AsiaCCS,2023,0,1,1,2,11/27/2022,Python,,2,-1,,0,"National Nature Science Foundation of China, Shanghai Municipal Science and Technology Major Project",-1,train/test datasets not provided
Julia: Fast and Secure Key Agreement for IoT Devices,"Frans Lundberg, Juraj Feljan",https://dl.acm.org/doi/pdf/10.1145/3448300.3468116,https://github.com/assaabloy-ppi/julia-in-sage/blob/main/julia.ipynb,WiSec,2021,3,2,0,2,5/26/2021,Jupyter Notebook,,2,-1,,0,ASSA ABLOY AB,-1,"doesn't have any imports, fails from the first line of code"
Jujutsu: A Two-stage Defense against Adversarial Patch Attacks on Deep Neural Networks,"Zitao Chen,Pritam Dash,Karthik Pattabiraman",https://dl.acm.org/doi/pdf/10.1145/3579856.3582816,https://github.com/DependableSystemsLab/Jujutsu,AsiaCCS,2023,0,2,1,2,11/24/2022,Python,,2,-1,,0,Natural Sciences and Engineering Research Council of Canada (NSERC),-1,"import error, complains about numpy but numpy is installed, pytorch=1.7.1 uses python=3.8.5 but they say they tested on python=3.8.8"
Symbolic Synthesis of Indifferentiability Attacks,Rakotonirina Itsaka and Ambrona Miguel and Aguirre Alejandro and Barthe Gilles,dl.acm.org/doi/pdf/10.1145/3488932.3497759,https://github.com/miguel-ambrona/autodiff,AsiaCCS,2022,1,2,1,2,11/04/2021,Python,,2,-1,,0,,-1,"many errors, can't find files, running make doesn't work"
On the Feasibility of Cross-Language Detection of Malicious Packages in npm and PyPI,"Ladisa, Piergiorgio and Ponta, Serena Elisa and Ronzoni, Nicola and Martinez, Matias and Barais, Olivier",https://dl.acm.org/doi/pdf/10.1145/3627106.3627138,https://github.com/SAP-samples/cross-language-detection-artifacts,ACSAC,2023,0,2,1,2,3/14/2024,Python,,1,1,,0,EU,"0,1","missing pip install psutil in requirements.txt, code compiles but slightly different outputs (assuming it reproduces table 5)"
Make Data Reliable: An Explanation-powered Cleaning on Malware Dataset Against Backdoor Poisoning Attacks,"Xutong Wang, Chaoge Liu, Xiaohui Hu, Zhi Wang, Jie Yin, Xiang Cui",https://dl.acm.org/doi/pdf/10.1145/3564625.3564661,https://github.com/wxt406611016/MDR,ACSAC,2022,1,2,1,2,10/28/2022,Python,,1,-1,,0,"National Natural Science Foundation of China, Youth Innovation Promotion Association CAS",0,"scikit-learn version issue with hdbscan, changed to scikitlearn==1.2.2, joblib==1.1.0, reproduces Table 2 (not Table 1), otherwise lots of printed steps and easy to follow/run code <3, independent experiment from ""Performance Comparison On Poisoned Ember Dataset"" produces different results in HDBSCAN category from Table 2, surrogate model-agnostic evaluation reproduces Figure 4(a) not 5(a) (all figure labels are one-off)"
Compiler-Assisted Hardening of Embedded Software Against Interrupt Latency Side-Channel Attacks,"Hans Winderix,Jan Tobias Mühlberg,Frank Piessens",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9581165,https://github.com/hanswinderix/sllvm,EuroS&P,2021,0,2,"0,3",2,3/29/2023,C,,2,-1,,1,"Research Fund KU Lueven, Flemish Research Programme Cybersecurity, Intel Corporation",-1,"make install takes hours and ended up getting multiple untraceable and vague cmake errors, takes up so much space (14 GB)"
"A New Look at Blockchain Leader Election: Simple, Efficient, Sustainable and Post-Quantum","Muhammed F. Esgin,Oguzhan Ersoy,Veronika Kuchta,Julian Loss,Amin Sakzad,Ron Steinfeld,Xiangwen Yang,Raymond K. Zhao",https://dl.acm.org/doi/pdf/10.1145/3579856.3595792,https://gitlab.com/raykzhao/ivrf,AsiaCCS,2023,1,1,1,2,10/27/2023,C,,1,-1,,1,,-1,"make ivrf is missing ""sudo apt install libncurses5"" package, no updates/write-outs when running ./ivrf, paper talks more aobut performance and proof/analysis, code outputs comma separated numbers, so hard to verify"
RecIPE: Revisiting the Evaluation of Memory Error Defenses,Jiang Yuancheng and Yap Roland H.C. and Liang Zhenkai and Rosier Hubert,dl.acm.org/doi/pdf/10.1145/3488932.3524127,https://github.com/YuanchengJiang/recipe-benchmark,AsiaCCS,2022,1,1,1,2,9/19/2023,Python,,1,-1,,1,"Ministry of Education-Singapore, National Research Foundation-Singapore",-1,"had to add commands: ""pip uninstall pyelftools -y, pip install pyelftools==0.29"", doesn't output a table, just outputs a line of text"
